local-authority-code,section,max_score,score,section_name
SCE,s3_c&a,7,6.0,Commitment and intergration
SCE,s4_coms,9,2.0,"Community, engagement and communications"
SCE,s5_mset,5,4.0,Measuring and setting emissions targets
SCE,s6_cb,4,1.0,Co-benefits
SCE,s7_dsi,5,0.0,Diversity and inclusion
SCE,s8_est,5,3.0,"Education, skills and training"
SCE,s9_ee,4,2.0,Ecological emergency
SCR,s1_gov,21,6.0,"Governance, development and funding"
SCR,s2_m&a,18,1.0,Mitigation and adaptation
SCR,s3_c&a,5,1.0,Commitment and intergration
SCR,s4_coms,9,5.0,"Community, engagement and communications"
SCR,s5_mset,5,2.0,Measuring and setting emissions targets
SCR,s6_cb,4,3.0,Co-benefits
SCR,s7_dsi,5,0.0,Diversity and inclusion
SCR,s8_est,5,1.0,"Education, skills and training"
SCR,s9_ee,4,0.0,Ecological emergency
SDE,s1_gov,21,20.0,"Governance, development and funding"
SDE,s2_m&a,18,9.0,Mitigation and adaptation
SDE,s3_c&a,7,6.0,Commitment and intergration
SDE,s4_coms,9,8.0,"Community, engagement and communications"
SDE,s5_mset,5,5.0,Measuring and setting emissions targets
SDE,s6_cb,4,1.0,Co-benefits
SDE,s7_dsi,5,2.0,Diversity and inclusion
SDE,s8_est,5,2.0,"Education, skills and training"
SDE,s9_ee,4,2.0,Ecological emergency
SEG,s1_gov,21,13.0,"Governance, development and funding"
SEG,s2_m&a,18,18.0,Mitigation and adaptation
SEG,s3_c&a,7,4.0,Commitment and intergration
SEG,s4_coms,9,6.0,"Community, engagement and communications"
SEG,s5_mset,5,3.0,Measuring and setting emissions targets
SEG,s6_cb,4,4.0,Co-benefits
SEG,s7_dsi,5,1.0,Diversity and inclusion
SEG,s8_est,5,5.0,"Education, skills and training"
SEG,s9_ee,4,4.0,Ecological emergency
SEL,s1_gov,21,0.0,"Governance, development and funding"
SEL,s2_m&a,18,0.0,Mitigation and adaptation
SEL,s3_c&a,7,0.0,Commitment and intergration
SEL,s4_coms,9,0.0,"Community, engagement and communications"
SEL,s5_mset,5,0.0,Measuring and setting emissions targets
SEL,s6_cb,4,0.0,Co-benefits
SEL,s7_dsi,5,0.0,Diversity and inclusion
SEL,s8_est,5,0.0,"Education, skills and training"
SEL,s9_ee,4,0.0,Ecological emergency
SEV,s1_gov,21,10.0,"Governance, development and funding"
SEV,s2_m&a,18,14.0,Mitigation and adaptation
SEV,s3_c&a,7,5.0,Commitment and intergration
SEV,s4_coms,9,6.0,"Community, engagement and communications"
SEV,s5_mset,5,2.0,Measuring and setting emissions targets
SEV,s6_cb,4,4.0,Co-benefits
SEV,s7_dsi,5,1.0,Diversity and inclusion
SEV,s8_est,5,0.0,"Education, skills and training"
SEV,s9_ee,4,3.0,Ecological emergency
SFK,s1_gov,21,13.0,"Governance, development and funding"
SFK,s2_m&a,18,6.0,Mitigation and adaptation
SFK,s3_c&a,5,4.0,Commitment and intergration
SFK,s4_coms,9,6.0,"Community, engagement and communications"
SFK,s5_mset,5,4.0,Measuring and setting emissions targets
SFK,s6_cb,4,2.0,Co-benefits
SFK,s7_dsi,5,0.0,Diversity and inclusion
SFK,s8_est,5,2.0,"Education, skills and training"
SFK,s9_ee,4,2.0,Ecological emergency
SFT,s1_gov,21,6.0,"Governance, development and funding"
SFT,s2_m&a,18,4.0,Mitigation and adaptation
SFT,s3_c&a,7,3.0,Commitment and intergration
SFT,s4_coms,9,3.0,"Community, engagement and communications"
SFT,s5_mset,5,1.0,Measuring and setting emissions targets
SFT,s6_cb,4,3.0,Co-benefits
SFT,s7_dsi,5,1.0,Diversity and inclusion
SFT,s8_est,5,2.0,"Education, skills and training"
SFT,s9_ee,4,1.0,Ecological emergency
SGC,s1_gov,21,12.0,"Governance, development and funding"
SGC,s2_m&a,18,15.0,Mitigation and adaptation
SGC,s3_c&a,7,5.0,Commitment and intergration
SGC,s4_coms,9,8.0,"Community, engagement and communications"
SGC,s5_mset,5,5.0,Measuring and setting emissions targets
SGC,s6_cb,4,4.0,Co-benefits
SGC,s7_dsi,5,4.0,Diversity and inclusion
SGC,s8_est,5,4.0,"Education, skills and training"
SGC,s9_ee,4,3.0,Ecological emergency
SHA,s1_gov,21,15.0,"Governance, development and funding"
SHA,s2_m&a,18,10.0,Mitigation and adaptation
SHA,s3_c&a,7,4.0,Commitment and intergration
SHA,s4_coms,9,8.0,"Community, engagement and communications"
SHA,s5_mset,5,5.0,Measuring and setting emissions targets
SHA,s6_cb,4,4.0,Co-benefits
SHA,s7_dsi,5,0.0,Diversity and inclusion
SHA,s8_est,5,3.0,"Education, skills and training"
SHA,s9_ee,4,3.0,Ecological emergency
SHE,s1_gov,21,15.0,"Governance, development and funding"
SHE,s2_m&a,18,10.0,Mitigation and adaptation
SHE,s3_c&a,7,6.0,Commitment and intergration
SHE,s4_coms,9,5.0,"Community, engagement and communications"
SHE,s5_mset,5,3.0,Measuring and setting emissions targets
SHE,s6_cb,4,4.0,Co-benefits
SHE,s7_dsi,5,1.0,Diversity and inclusion
SHE,s8_est,5,1.0,"Education, skills and training"
SHE,s9_ee,4,3.0,Ecological emergency
SHF,s1_gov,21,0.0,"Governance, development and funding"
SHF,s2_m&a,18,0.0,Mitigation and adaptation
SHF,s3_c&a,7,0.0,Commitment and intergration
SHF,s4_coms,9,0.0,"Community, engagement and communications"
SHF,s5_mset,5,0.0,Measuring and setting emissions targets
SHF,s6_cb,4,0.0,Co-benefits
SHF,s7_dsi,5,0.0,Diversity and inclusion
SHF,s8_est,5,0.0,"Education, skills and training"
SHF,s9_ee,4,0.0,Ecological emergency
SHN,s1_gov,21,0.0,"Governance, development and funding"
SHN,s2_m&a,18,0.0,Mitigation and adaptation
SHN,s3_c&a,7,0.0,Commitment and intergration
SHN,s4_coms,9,0.0,"Community, engagement and communications"
SHN,s5_mset,5,0.0,Measuring and setting emissions targets
SHN,s6_cb,4,0.0,Co-benefits
SHN,s7_dsi,5,0.0,Diversity and inclusion
SHN,s8_est,5,0.0,"Education, skills and training"
SHN,s9_ee,4,0.0,Ecological emergency
SHO,s1_gov,21,0.0,"Governance, development and funding"
SHO,s2_m&a,18,0.0,Mitigation and adaptation
SHO,s3_c&a,7,0.0,Commitment and intergration
SHO,s4_coms,9,0.0,"Community, engagement and communications"
SHO,s5_mset,5,0.0,Measuring and setting emissions targets
SHO,s6_cb,4,0.0,Co-benefits
SHO,s7_dsi,5,0.0,Diversity and inclusion
SHO,s8_est,5,0.0,"Education, skills and training"
SHO,s9_ee,4,0.0,Ecological emergency
SHR,s1_gov,21,12.0,"Governance, development and funding"
SHR,s2_m&a,18,9.0,Mitigation and adaptation
SHR,s3_c&a,7,5.0,Commitment and intergration
SHR,s4_coms,9,6.0,"Community, engagement and communications"
SHR,s5_mset,5,3.0,Measuring and setting emissions targets
SHR,s6_cb,4,3.0,Co-benefits
SHR,s7_dsi,5,0.0,Diversity and inclusion
SHR,s8_est,5,3.0,"Education, skills and training"
SHR,s9_ee,4,0.0,Ecological emergency
SKE,s1_gov,21,6.0,"Governance, development and funding"
SKE,s2_m&a,18,0.0,Mitigation and adaptation
SKE,s3_c&a,7,2.0,Commitment and intergration
SKE,s4_coms,9,1.0,"Community, engagement and communications"
SKE,s5_mset,5,2.0,Measuring and setting emissions targets
SKE,s6_cb,4,0.0,Co-benefits
SKE,s7_dsi,5,0.0,Diversity and inclusion
SKE,s8_est,5,0.0,"Education, skills and training"
SKE,s9_ee,4,0.0,Ecological emergency
SKP,s1_gov,21,8.0,"Governance, development and funding"
SKP,s2_m&a,18,6.0,Mitigation and adaptation
SKP,s3_c&a,7,3.0,Commitment and intergration
SKP,s4_coms,9,2.0,"Community, engagement and communications"
SKP,s5_mset,5,2.0,Measuring and setting emissions targets
SKP,s6_cb,4,1.0,Co-benefits
SKP,s7_dsi,5,0.0,Diversity and inclusion
SKP,s8_est,5,2.0,"Education, skills and training"
SKP,s9_ee,4,1.0,Ecological emergency
SLA,s1_gov,21,10.0,"Governance, development and funding"
SLA,s2_m&a,18,6.0,Mitigation and adaptation
SLA,s3_c&a,7,2.0,Commitment and intergration
SLA,s4_coms,9,4.0,"Community, engagement and communications"
SLA,s5_mset,5,3.0,Measuring and setting emissions targets
SLA,s6_cb,4,4.0,Co-benefits
SLA,s7_dsi,5,1.0,Diversity and inclusion
SLA,s8_est,5,1.0,"Education, skills and training"
SLA,s9_ee,4,1.0,Ecological emergency
SLF,s1_gov,21,6.0,"Governance, development and funding"
SLF,s2_m&a,18,15.0,Mitigation and adaptation
SLF,s3_c&a,7,4.0,Commitment and intergration
SLF,s4_coms,9,6.0,"Community, engagement and communications"
SLF,s5_mset,5,4.0,Measuring and setting emissions targets
SLF,s6_cb,4,4.0,Co-benefits
SLF,s7_dsi,5,1.0,Diversity and inclusion
SLF,s8_est,5,3.0,"Education, skills and training"
SLF,s9_ee,4,3.0,Ecological emergency
SLG,s1_gov,21,13.0,"Governance, development and funding"
SLG,s2_m&a,18,17.0,Mitigation and adaptation
SLG,s3_c&a,7,4.0,Commitment and intergration
SLG,s4_coms,9,6.0,"Community, engagement and communications"
SLG,s5_mset,5,4.0,Measuring and setting emissions targets
SLG,s6_cb,4,3.0,Co-benefits
SLG,s7_dsi,5,1.0,Diversity and inclusion
SLG,s8_est,5,3.0,"Education, skills and training"
SLG,s9_ee,4,3.0,Ecological emergency
SLK,s1_gov,21,7.0,"Governance, development and funding"
SLK,s2_m&a,18,7.0,Mitigation and adaptation
SLK,s3_c&a,7,4.0,Commitment and intergration
SLK,s4_coms,9,6.0,"Community, engagement and communications"
SLK,s5_mset,5,2.0,Measuring and setting emissions targets
SLK,s6_cb,4,2.0,Co-benefits
SLK,s7_dsi,5,0.0,Diversity and inclusion
SLK,s8_est,5,2.0,"Education, skills and training"
SLK,s9_ee,4,3.0,Ecological emergency
SND,s1_gov,21,7.0,"Governance, development and funding"
SND,s2_m&a,18,16.0,Mitigation and adaptation
SND,s3_c&a,7,6.0,Commitment and intergration
SND,s4_coms,9,7.0,"Community, engagement and communications"
SND,s5_mset,5,3.0,Measuring and setting emissions targets
SND,s6_cb,4,4.0,Co-benefits
SND,s7_dsi,5,1.0,Diversity and inclusion
SND,s8_est,5,2.0,"Education, skills and training"
SND,s9_ee,4,0.0,Ecological emergency
SNO,s1_gov,21,4.0,"Governance, development and funding"
SNO,s2_m&a,18,12.0,Mitigation and adaptation
SNO,s3_c&a,7,2.0,Commitment and intergration
SNO,s4_coms,9,4.0,"Community, engagement and communications"
SNO,s5_mset,5,3.0,Measuring and setting emissions targets
SNO,s6_cb,4,4.0,Co-benefits
SNO,s7_dsi,5,1.0,Diversity and inclusion
SNO,s8_est,5,0.0,"Education, skills and training"
SNO,s9_ee,4,3.0,Ecological emergency
SOL,s1_gov,21,16.0,"Governance, development and funding"
SOL,s2_m&a,18,15.0,Mitigation and adaptation
SOL,s3_c&a,7,7.0,Commitment and intergration
SOL,s4_coms,9,9.0,"Community, engagement and communications"
SOL,s5_mset,5,4.0,Measuring and setting emissions targets
SOL,s6_cb,4,4.0,Co-benefits
SOL,s7_dsi,5,2.0,Diversity and inclusion
SOL,s8_est,5,5.0,"Education, skills and training"
SOL,s9_ee,4,3.0,Ecological emergency
SOM,s1_gov,21,10.0,"Governance, development and funding"
SOM,s2_m&a,18,18.0,Mitigation and adaptation
SOM,s3_c&a,5,3.0,Commitment and intergration
SOM,s4_coms,9,7.0,"Community, engagement and communications"
SOM,s5_mset,5,3.0,Measuring and setting emissions targets
SOM,s6_cb,4,4.0,Co-benefits
SOM,s7_dsi,5,0.0,Diversity and inclusion
SOM,s8_est,5,2.0,"Education, skills and training"
SOM,s9_ee,4,4.0,Ecological emergency
SOS,s1_gov,21,12.0,"Governance, development and funding"
SOS,s2_m&a,18,12.0,Mitigation and adaptation
SOS,s3_c&a,7,7.0,Commitment and intergration
SOS,s4_coms,9,3.0,"Community, engagement and communications"
SOS,s5_mset,5,1.0,Measuring and setting emissions targets
SOS,s6_cb,4,4.0,Co-benefits
SOS,s7_dsi,5,1.0,Diversity and inclusion
SOS,s8_est,5,3.0,"Education, skills and training"
SOS,s9_ee,4,2.0,Ecological emergency
SOX,s1_gov,21,0.0,"Governance, development and funding"
SOX,s2_m&a,18,0.0,Mitigation and adaptation
SOX,s3_c&a,7,0.0,Commitment and intergration
SOX,s4_coms,9,0.0,"Community, engagement and communications"
SOX,s5_mset,5,0.0,Measuring and setting emissions targets
SOX,s6_cb,4,0.0,Co-benefits
SOX,s7_dsi,5,0.0,Diversity and inclusion
SOX,s8_est,5,0.0,"Education, skills and training"
SOX,s9_ee,4,0.0,Ecological emergency
SPE,s1_gov,21,0.0,"Governance, development and funding"
SPE,s2_m&a,18,0.0,Mitigation and adaptation
SPE,s3_c&a,7,0.0,Commitment and intergration
SPE,s4_coms,9,0.0,"Community, engagement and communications"
SPE,s5_mset,5,0.0,Measuring and setting emissions targets
SPE,s6_cb,4,0.0,Co-benefits
SPE,s7_dsi,5,0.0,Diversity and inclusion
SPE,s8_est,5,0.0,"Education, skills and training"
SPE,s9_ee,4,0.0,Ecological emergency
SRI,s1_gov,21,9.0,"Governance, development and funding"
SRI,s2_m&a,18,13.0,Mitigation and adaptation
SRI,s3_c&a,7,5.0,Commitment and intergration
SRI,s4_coms,9,6.0,"Community, engagement and communications"
SRI,s5_mset,5,4.0,Measuring and setting emissions targets
SRI,s6_cb,4,3.0,Co-benefits
SRI,s7_dsi,5,0.0,Diversity and inclusion
SRI,s8_est,5,4.0,"Education, skills and training"
SRI,s9_ee,4,2.0,Ecological emergency
SRY,s1_gov,21,7.0,"Governance, development and funding"
SRY,s2_m&a,18,17.0,Mitigation and adaptation
SRY,s3_c&a,5,2.0,Commitment and intergration
SRY,s4_coms,9,4.0,"Community, engagement and communications"
SRY,s5_mset,5,3.0,Measuring and setting emissions targets
SRY,s6_cb,4,2.0,Co-benefits
SRY,s7_dsi,5,0.0,Diversity and inclusion
SRY,s8_est,5,3.0,"Education, skills and training"
SRY,s9_ee,4,1.0,Ecological emergency
SSO,s1_gov,21,11.0,"Governance, development and funding"
SSO,s2_m&a,18,18.0,Mitigation and adaptation
SSO,s3_c&a,7,4.0,Commitment and intergration
SSO,s4_coms,9,5.0,"Community, engagement and communications"
SSO,s5_mset,5,2.0,Measuring and setting emissions targets
SSO,s6_cb,4,4.0,Co-benefits
SSO,s7_dsi,5,0.0,Diversity and inclusion
SSO,s8_est,5,2.0,"Education, skills and training"
SSO,s9_ee,4,3.0,Ecological emergency
SST,s1_gov,21,9.0,"Governance, development and funding"
SST,s2_m&a,18,13.0,Mitigation and adaptation
SST,s3_c&a,7,1.0,Commitment and intergration
SST,s4_coms,9,3.0,"Community, engagement and communications"
SST,s5_mset,5,2.0,Measuring and setting emissions targets
SST,s6_cb,4,0.0,Co-benefits
SST,s7_dsi,5,0.0,Diversity and inclusion
SST,s8_est,5,1.0,"Education, skills and training"
SST,s9_ee,4,3.0,Ecological emergency
STA,s1_gov,21,9.0,"Governance, development and funding"
STA,s2_m&a,18,2.0,Mitigation and adaptation
STA,s3_c&a,7,5.0,Commitment and intergration
STA,s4_coms,9,6.0,"Community, engagement and communications"
STA,s5_mset,5,0.0,Measuring and setting emissions targets
STA,s6_cb,4,0.0,Co-benefits
STA,s7_dsi,5,0.0,Diversity and inclusion
STA,s8_est,5,2.0,"Education, skills and training"
STA,s9_ee,4,3.0,Ecological emergency
STE,s1_gov,21,0.0,"Governance, development and funding"
STE,s2_m&a,18,0.0,Mitigation and adaptation
STE,s3_c&a,7,0.0,Commitment and intergration
STE,s4_coms,9,0.0,"Community, engagement and communications"
STE,s5_mset,5,0.0,Measuring and setting emissions targets
STE,s6_cb,4,0.0,Co-benefits
STE,s7_dsi,5,0.0,Diversity and inclusion
STE,s8_est,5,0.0,"Education, skills and training"
STE,s9_ee,4,0.0,Ecological emergency
STF,s1_gov,21,15.0,"Governance, development and funding"
STF,s2_m&a,18,11.0,Mitigation and adaptation
STF,s3_c&a,7,7.0,Commitment and intergration
STF,s4_coms,9,9.0,"Community, engagement and communications"
STF,s5_mset,5,4.0,Measuring and setting emissions targets
STF,s6_cb,4,4.0,Co-benefits
STF,s7_dsi,5,5.0,Diversity and inclusion
STF,s8_est,5,5.0,"Education, skills and training"
STF,s9_ee,4,3.0,Ecological emergency
STG,s1_gov,21,9.0,"Governance, development and funding"
STG,s2_m&a,18,10.0,Mitigation and adaptation
STG,s3_c&a,7,6.0,Commitment and intergration
STG,s4_coms,9,7.0,"Community, engagement and communications"
STG,s5_mset,5,5.0,Measuring and setting emissions targets
STG,s6_cb,4,2.0,Co-benefits
STG,s7_dsi,5,0.0,Diversity and inclusion
STG,s8_est,5,4.0,"Education, skills and training"
STG,s9_ee,4,3.0,Ecological emergency
STH,s1_gov,21,7.0,"Governance, development and funding"
STH,s2_m&a,18,6.0,Mitigation and adaptation
STH,s3_c&a,7,4.0,Commitment and intergration
STH,s4_coms,9,7.0,"Community, engagement and communications"
STH,s5_mset,5,2.0,Measuring and setting emissions targets
STH,s6_cb,4,2.0,Co-benefits
STH,s7_dsi,5,0.0,Diversity and inclusion
STH,s8_est,5,0.0,"Education, skills and training"
STH,s9_ee,4,2.0,Ecological emergency
STN,s1_gov,21,5.0,"Governance, development and funding"
STN,s2_m&a,18,13.0,Mitigation and adaptation
STN,s3_c&a,7,5.0,Commitment and intergration
STN,s4_coms,9,5.0,"Community, engagement and communications"
STN,s5_mset,5,2.0,Measuring and setting emissions targets
STN,s6_cb,4,4.0,Co-benefits
STN,s7_dsi,5,0.0,Diversity and inclusion
STN,s8_est,5,1.0,"Education, skills and training"
STN,s9_ee,4,3.0,Ecological emergency
STO,s1_gov,21,15.0,"Governance, development and funding"
STO,s2_m&a,18,15.0,Mitigation and adaptation
STO,s3_c&a,7,7.0,Commitment and intergration
STO,s4_coms,9,9.0,"Community, engagement and communications"
STO,s5_mset,5,4.0,Measuring and setting emissions targets
STO,s6_cb,4,3.0,Co-benefits
STO,s7_dsi,5,1.0,Diversity and inclusion
STO,s8_est,5,3.0,"Education, skills and training"
STO,s9_ee,4,3.0,Ecological emergency
STR,s1_gov,21,12.0,"Governance, development and funding"
STR,s2_m&a,18,6.0,Mitigation and adaptation
STR,s3_c&a,7,3.0,Commitment and intergration
STR,s4_coms,9,1.0,"Community, engagement and communications"
STR,s5_mset,5,3.0,Measuring and setting emissions targets
STR,s6_cb,4,1.0,Co-benefits
STR,s7_dsi,5,0.0,Diversity and inclusion
STR,s8_est,5,1.0,"Education, skills and training"
STR,s9_ee,4,2.0,Ecological emergency
STS,s1_gov,21,6.0,"Governance, development and funding"
STS,s2_m&a,18,0.0,Mitigation and adaptation
STS,s3_c&a,5,1.0,Commitment and intergration
STS,s4_coms,9,4.0,"Community, engagement and communications"
STS,s5_mset,5,1.0,Measuring and setting emissions targets
STS,s6_cb,4,1.0,Co-benefits
STS,s7_dsi,5,0.0,Diversity and inclusion
STS,s8_est,5,3.0,"Education, skills and training"
STS,s9_ee,4,1.0,Ecological emergency
STT,s1_gov,21,7.0,"Governance, development and funding"
STT,s2_m&a,18,15.0,Mitigation and adaptation
STT,s3_c&a,7,3.0,Commitment and intergration
STT,s4_coms,9,5.0,"Community, engagement and communications"
STT,s5_mset,5,3.0,Measuring and setting emissions targets
STT,s6_cb,4,2.0,Co-benefits
STT,s7_dsi,5,0.0,Diversity and inclusion
STT,s8_est,5,1.0,"Education, skills and training"
STT,s9_ee,4,0.0,Ecological emergency
STV,s1_gov,21,6.0,"Governance, development and funding"
STV,s2_m&a,18,7.0,Mitigation and adaptation
STV,s3_c&a,7,2.0,Commitment and intergration
STV,s4_coms,9,4.0,"Community, engagement and communications"
STV,s5_mset,5,2.0,Measuring and setting emissions targets
STV,s6_cb,4,0.0,Co-benefits
STV,s7_dsi,5,0.0,Diversity and inclusion
STV,s8_est,5,4.0,"Education, skills and training"
STV,s9_ee,4,3.0,Ecological emergency
STY,s1_gov,21,9.0,"Governance, development and funding"
STY,s2_m&a,18,6.0,Mitigation and adaptation
STY,s3_c&a,7,6.0,Commitment and intergration
STY,s4_coms,9,7.0,"Community, engagement and communications"
STY,s5_mset,5,2.0,Measuring and setting emissions targets
STY,s6_cb,4,1.0,Co-benefits
STY,s7_dsi,5,0.0,Diversity and inclusion
STY,s8_est,5,2.0,"Education, skills and training"
STY,s9_ee,4,3.0,Ecological emergency
SUR,s1_gov,21,12.0,"Governance, development and funding"
SUR,s2_m&a,18,17.0,Mitigation and adaptation
SUR,s3_c&a,7,6.0,Commitment and intergration
SUR,s4_coms,9,6.0,"Community, engagement and communications"
SUR,s5_mset,5,3.0,Measuring and setting emissions targets
SUR,s6_cb,4,2.0,Co-benefits
SUR,s7_dsi,5,0.0,Diversity and inclusion
SUR,s8_est,5,3.0,"Education, skills and training"
SUR,s9_ee,4,2.0,Ecological emergency
SWA,s1_gov,21,3.0,"Governance, development and funding"
SWA,s2_m&a,18,4.0,Mitigation and adaptation
SWA,s3_c&a,7,3.0,Commitment and intergration
SWA,s4_coms,9,2.0,"Community, engagement and communications"
SWA,s5_mset,5,0.0,Measuring and setting emissions targets
SWA,s6_cb,4,0.0,Co-benefits
SWA,s7_dsi,5,0.0,Diversity and inclusion
SWA,s8_est,5,0.0,"Education, skills and training"
SWA,s9_ee,4,3.0,Ecological emergency
SWD,s1_gov,21,13.0,"Governance, development and funding"
SWD,s2_m&a,18,10.0,Mitigation and adaptation
SWD,s3_c&a,7,6.0,Commitment and intergration
SWD,s4_coms,9,8.0,"Community, engagement and communications"
SWD,s5_mset,5,5.0,Measuring and setting emissions targets
SWD,s6_cb,4,0.0,Co-benefits
SWD,s7_dsi,5,0.0,Diversity and inclusion
SWD,s8_est,5,3.0,"Education, skills and training"
SWD,s9_ee,4,0.0,Ecological emergency
SWK,s1_gov,21,16.0,"Governance, development and funding"
SWK,s2_m&a,18,17.0,Mitigation and adaptation
SWK,s3_c&a,7,4.0,Commitment and intergration
SWK,s4_coms,9,8.0,"Community, engagement and communications"
SWK,s5_mset,5,5.0,Measuring and setting emissions targets
SWK,s6_cb,4,3.0,Co-benefits
SWK,s7_dsi,5,3.0,Diversity and inclusion
SWK,s8_est,5,4.0,"Education, skills and training"
SWK,s9_ee,4,3.0,Ecological emergency
SWL,s1_gov,21,13.0,"Governance, development and funding"
SWL,s2_m&a,18,13.0,Mitigation and adaptation
SWL,s3_c&a,7,6.0,Commitment and intergration
SWL,s4_coms,9,6.0,"Community, engagement and communications"
SWL,s5_mset,5,4.0,Measuring and setting emissions targets
SWL,s6_cb,4,4.0,Co-benefits
SWL,s7_dsi,5,2.0,Diversity and inclusion
SWL,s8_est,5,0.0,"Education, skills and training"
SWL,s9_ee,4,3.0,Ecological emergency
SWT,s1_gov,21,17.0,"Governance, development and funding"
SWT,s2_m&a,18,18.0,Mitigation and adaptation
SWT,s3_c&a,7,7.0,Commitment and intergration
SWT,s4_coms,9,8.0,"Community, engagement and communications"
SWT,s5_mset,5,5.0,Measuring and setting emissions targets
SWT,s6_cb,4,4.0,Co-benefits
SWT,s7_dsi,5,3.0,Diversity and inclusion
SWT,s8_est,5,5.0,"Education, skills and training"
SWT,s9_ee,4,4.0,Ecological emergency
TAM,s1_gov,21,0.0,"Governance, development and funding"
TAM,s2_m&a,18,0.0,Mitigation and adaptation
TAM,s3_c&a,7,0.0,Commitment and intergration
TAM,s4_coms,9,0.0,"Community, engagement and communications"
TAM,s5_mset,5,0.0,Measuring and setting emissions targets
TAM,s6_cb,4,0.0,Co-benefits
TAM,s7_dsi,5,0.0,Diversity and inclusion
TAM,s8_est,5,0.0,"Education, skills and training"
TAM,s9_ee,4,0.0,Ecological emergency
TAN,s1_gov,21,4.0,"Governance, development and funding"
TAN,s2_m&a,18,17.0,Mitigation and adaptation
TAN,s3_c&a,7,5.0,Commitment and intergration
TAN,s4_coms,9,2.0,"Community, engagement and communications"
TAN,s5_mset,5,2.0,Measuring and setting emissions targets
TAN,s6_cb,4,2.0,Co-benefits
TAN,s7_dsi,5,0.0,Diversity and inclusion
TAN,s8_est,5,3.0,"Education, skills and training"
TAN,s9_ee,4,1.0,Ecological emergency
TAW,s1_gov,21,0.0,"Governance, development and funding"
TAW,s2_m&a,18,0.0,Mitigation and adaptation
TAW,s3_c&a,7,0.0,Commitment and intergration
TAW,s4_coms,9,0.0,"Community, engagement and communications"
TAW,s5_mset,5,0.0,Measuring and setting emissions targets
TAW,s6_cb,4,0.0,Co-benefits
TAW,s7_dsi,5,0.0,Diversity and inclusion
TAW,s8_est,5,0.0,"Education, skills and training"
TAW,s9_ee,4,0.0,Ecological emergency
TEI,s1_gov,21,8.0,"Governance, development and funding"
TEI,s2_m&a,18,9.0,Mitigation and adaptation
TEI,s3_c&a,7,3.0,Commitment and intergration
TEI,s4_coms,9,5.0,"Community, engagement and communications"
TEI,s5_mset,5,2.0,Measuring and setting emissions targets
TEI,s6_cb,4,2.0,Co-benefits
TEI,s7_dsi,5,0.0,Diversity and inclusion
TEI,s8_est,5,2.0,"Education, skills and training"
TEI,s9_ee,4,3.0,Ecological emergency
TEN,s1_gov,21,7.0,"Governance, development and funding"
TEN,s2_m&a,18,0.0,Mitigation and adaptation
TEN,s3_c&a,7,1.0,Commitment and intergration
TEN,s4_coms,9,3.0,"Community, engagement and communications"
TEN,s5_mset,5,1.0,Measuring and setting emissions targets
TEN,s6_cb,4,0.0,Co-benefits
TEN,s7_dsi,5,0.0,Diversity and inclusion
TEN,s8_est,5,1.0,"Education, skills and training"
TEN,s9_ee,4,0.0,Ecological emergency
TES,s1_gov,21,7.0,"Governance, development and funding"
TES,s2_m&a,18,1.0,Mitigation and adaptation
TES,s3_c&a,7,2.0,Commitment and intergration
TES,s4_coms,9,4.0,"Community, engagement and communications"
TES,s5_mset,5,2.0,Measuring and setting emissions targets
TES,s6_cb,4,1.0,Co-benefits
TES,s7_dsi,5,0.0,Diversity and inclusion
TES,s8_est,5,0.0,"Education, skills and training"
TES,s9_ee,4,0.0,Ecological emergency
TEW,s1_gov,21,3.0,"Governance, development and funding"
TEW,s2_m&a,18,0.0,Mitigation and adaptation
TEW,s3_c&a,7,2.0,Commitment and intergration
TEW,s4_coms,9,0.0,"Community, engagement and communications"
TEW,s5_mset,5,2.0,Measuring and setting emissions targets
TEW,s6_cb,4,0.0,Co-benefits
TEW,s7_dsi,5,0.0,Diversity and inclusion
TEW,s8_est,5,0.0,"Education, skills and training"
TEW,s9_ee,4,0.0,Ecological emergency
TFW,s1_gov,21,16.0,"Governance, development and funding"
TFW,s2_m&a,18,14.0,Mitigation and adaptation
TFW,s3_c&a,7,7.0,Commitment and intergration
TFW,s4_coms,9,6.0,"Community, engagement and communications"
TFW,s5_mset,5,5.0,Measuring and setting emissions targets
TFW,s6_cb,4,1.0,Co-benefits
TFW,s7_dsi,5,2.0,Diversity and inclusion
TFW,s8_est,5,5.0,"Education, skills and training"
TFW,s9_ee,4,4.0,Ecological emergency
THA,s1_gov,21,10.0,"Governance, development and funding"
THA,s2_m&a,18,12.0,Mitigation and adaptation
THA,s3_c&a,7,5.0,Commitment and intergration
THA,s4_coms,9,7.0,"Community, engagement and communications"
THA,s5_mset,5,1.0,Measuring and setting emissions targets
THA,s6_cb,4,4.0,Co-benefits
THA,s7_dsi,5,1.0,Diversity and inclusion
THA,s8_est,5,3.0,"Education, skills and training"
THA,s9_ee,4,3.0,Ecological emergency
THE,s1_gov,21,6.0,"Governance, development and funding"
THE,s2_m&a,18,14.0,Mitigation and adaptation
THE,s3_c&a,7,3.0,Commitment and intergration
THE,s4_coms,9,8.0,"Community, engagement and communications"
THE,s5_mset,5,5.0,Measuring and setting emissions targets
THE,s6_cb,4,3.0,Co-benefits
THE,s7_dsi,5,1.0,Diversity and inclusion
